#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 01 02 12 00 358  3.7  4.7  1.65 12.90  6.34 999 1022.4  12.0  11.4 999.0 99.0 99.00
2007 01 02 13 00 342  2.5  3.3  1.74 12.12  6.99 999 1022.1  12.0  11.4 999.0 99.0 99.00
2007 01 02 14 00  97  1.1  2.0  1.90 13.79  7.08 999 1022.0  11.5  11.3 999.0 99.0 99.00
2007 01 02 15 00 277  2.0  3.1  1.93 12.90  7.19 999 1022.2  11.6  11.3 999.0 99.0 99.00
2007 01 02 16 00 298  2.6  3.5  2.03 11.43  7.79 999 1022.7  11.7  11.3 999.0 99.0 99.00
2007 01 02 17 00 341  1.9  2.6  1.91 12.12  7.54 999 1022.9  11.6  11.3 999.0 99.0 99.00
2007 01 02 18 00 332  4.2  5.5  1.86 13.79  7.30 999 1023.4  11.5  11.3 999.0 99.0 99.00
2007 01 02 19 00 314  3.1  4.1  1.89 10.81  7.25 999 1023.3  11.5  11.4 999.0 99.0 99.00
2007 01 02 20 00 315  3.9  4.7  2.08 11.43  7.65 999 1022.4  11.5  11.5 999.0 99.0 99.00
2007 01 02 21 00 326  3.8  4.7  2.23 12.12  8.07 999 1021.3  11.5  11.6 999.0 99.0 99.00
2007 01 02 22 00 299  4.6  6.0  2.25 12.90  7.94 999 1020.7  11.5  11.6 999.0 99.0 99.00
2007 01 02 23 00 306  7.1  8.7  1.88 12.12  7.22 999 1021.0  11.4  11.6 999.0 99.0 99.00
2007 01 03 00 00 313  6.2  7.3  1.91 11.43  7.28 999 1020.8  11.4  11.6 999.0 99.0 99.00
2007 01 03 01 00 329  5.2  6.7  1.93 12.12  7.07 999 1021.1  11.2  11.6 999.0 99.0 99.00
2007 01 03 02 00 309  5.7  6.9  1.89 10.81  7.46 999 1021.1  11.1  11.7 999.0 99.0 99.00
2007 01 03 03 00 325  7.3  8.6  1.74 12.90  6.76 999 1021.1  11.0  11.6 999.0 99.0 99.00
2007 01 03 04 00 314  5.0  6.6  1.82 12.12  7.26 999 1020.8  10.7  11.6 999.0 99.0 99.00
2007 01 03 05 00 319  4.8  6.6  1.86 12.90  7.42 999 1021.0  10.5  11.6 999.0 99.0 99.00
2007 01 03 06 00 333  5.4  6.4  2.07 12.12  8.04 999 1021.0  10.9  11.5 999.0 99.0 99.00
2007 01 03 07 00 316  4.2  5.5  1.87 12.12  7.92 999 1021.0  11.0  11.5 999.0 99.0 99.00
2007 01 03 08 00 311  5.8  7.2  2.23 12.12  8.56 999 1020.8  10.6  11.5 999.0 99.0 99.00
2007 01 03 09 00 328  6.5  7.8  2.04 12.12  7.86 999 1021.0  10.4  11.5 999.0 99.0 99.00
2007 01 03 10 00 327  5.1  6.5  2.24 12.12  8.31 999 1021.1  10.5  11.5 999.0 99.0 99.00
2007 01 03 11 00 322  5.2  6.3  2.14 11.43  8.24 999 1021.6  10.6  11.5 999.0 99.0 99.00
2007 01 03 12 00 318  5.9  7.1  2.09 12.12  8.48 999 1021.3  10.7  11.5 999.0 99.0 99.00
2007 01 03 13 00 312  3.9  5.0  2.39 11.43  9.23 999 1021.3  11.0  11.5 999.0 99.0 99.00
2007 01 03 14 00 304  2.7  4.1  2.47 12.12  9.21 999 1021.2  11.3  11.5 999.0 99.0 99.00
2007 01 03 15 00 289  2.6  3.8  2.36 12.90  9.19 999 1021.4  11.4  11.5 999.0 99.0 99.00
2007 01 03 16 00 213  1.0  2.2  2.26 12.90  9.10 999 1021.5  11.3  11.5 999.0 99.0 99.00
2007 01 03 17 00 221  1.4  2.1  2.46 11.43  9.66 999 1022.3  11.4  11.5 999.0 99.0 99.00
2007 01 03 18 00 180  2.7  3.7  2.31 16.00  9.81 999 1022.4  11.3  11.5 999.0 99.0 99.00
2007 01 03 19 00 174  3.4  4.2  2.23 13.79  9.79 999 1022.3  11.4  11.6 999.0 99.0 99.00
2007 01 03 20 00 181  4.0  4.8  2.43 13.79 10.11 999 1021.6  11.4  11.6 999.0 99.0 99.00
2007 01 03 21 00 176  4.8  6.1  2.18 14.81  9.43 999 1020.7  11.4  11.6 999.0 99.0 99.00
2007 01 03 22 00 178  5.3  6.3  2.17 13.79  9.51 999 1020.0  11.7  11.6 999.0 99.0 99.00
2007 01 03 23 00 187  5.3  6.2  2.24 14.81  9.58 999 1020.1  11.9  11.7 999.0 99.0 99.00
2007 01 04 00 00 183  5.5  6.7  2.36 13.79  9.27 999 1020.3  12.1  11.6 999.0 99.0 99.00
2007 01 04 01 00 185  5.2  6.4  2.20 13.79  8.88 999 1020.2  12.2  11.6 999.0 99.0 99.00
2007 01 04 02 00 186  6.0  7.2  2.27 13.79  9.07 999 1020.0  12.3  11.6 999.0 99.0 99.00
2007 01 04 03 00 193  6.4  7.6  2.18 12.90  8.52 999 1019.9  12.4  11.6 999.0 99.0 99.00
2007 01 04 04 00 194  6.2  7.5  2.37 13.79  8.24 999 1019.8  12.4  11.6 999.0 99.0 99.00
2007 01 04 05 00 204  5.8  6.8  2.56 11.43  8.63 999 1019.9  12.3  11.6 999.0 99.0 99.00
2007 01 04 06 00 208  4.4  5.4  2.40 12.90  8.48 999 1019.8  12.3  11.6 999.0 99.0 99.00
2007 01 04 07 00 219  4.0  4.7  2.70 13.79  8.94 999 1019.8  12.3  11.6 999.0 99.0 99.00
2007 01 04 08 00 221  4.1  5.0  2.53 10.81  8.60 999 1019.7  12.3  11.6 999.0 99.0 99.00
2007 01 04 09 00 224  4.6  5.3  2.63 13.79  8.78 999 1019.3  12.3  11.6 999.0 99.0 99.00
2007 01 04 10 00 240  4.3  5.5  2.58 12.90  8.88 999 1019.0  12.4  11.6 999.0 99.0 99.00
2007 01 04 11 00 245  4.4  5.4  2.45 11.43  8.01 999 1018.9  12.4  11.7 999.0 99.0 99.00
2007 01 04 12 00 310  6.3  7.6  2.60 13.79  8.51 999 1019.0  11.8  11.7 999.0 99.0 99.00
2007 01 04 13 00 318  5.8  7.1  2.54 12.90  8.47 999 1018.7  11.5  11.6 999.0 99.0 99.00
2007 01 04 14 00 312  6.5  8.1  2.72 12.90  8.49 999 1019.5  11.6  11.6 999.0 99.0 99.00
2007 01 04 15 00 317  7.2  9.4  2.87 17.39  8.79 999 1019.8  10.9  11.6 999.0 99.0 99.00
2007 01 04 16 00 305  5.4  6.7  2.51 12.90  8.14 999 1019.5  11.5  11.7 999.0 99.0 99.00
2007 01 04 17 00 297  7.4  9.1  2.30 13.79  8.30 999 1020.2  11.6  11.7 999.0 99.0 99.00
2007 01 04 18 00 314  9.7 12.0  2.56 17.39  7.73 999 1021.0  11.3  11.7 999.0 99.0 99.00
2007 01 04 19 00 308  7.8 10.3  2.79 14.81  7.99 999 1021.1  11.6  11.7 999.0 99.0 99.00
2007 01 04 20 00 322  9.9 12.8  2.97 16.00  7.56 999 1020.7  11.0  11.7 999.0 99.0 99.00
2007 01 04 21 00 312 10.2 12.0  3.24 16.00  7.91 999 1020.4  11.1  11.7 999.0 99.0 99.00
2007 01 04 22 00 319 11.8 14.3  3.40 12.12  7.60 999 1020.4  10.4  11.7 999.0 99.0 99.00
2007 01 04 23 00 320 13.5 16.4  3.25 13.79  6.76 999 1020.8  10.1  11.8 999.0 99.0 99.00
2007 01 05 00 00 319 14.7 17.6  3.78 11.43  6.84 999 1021.1  10.4  11.8 999.0 99.0 99.00
2007 01 05 01 00 320 15.3 18.7  4.11  7.14  6.85 999 1021.6  10.1  11.7 999.0 99.0 99.00
2007 01 05 02 00 326 15.0 19.2  4.29 16.00  7.07 999 1022.4  10.2  11.7 999.0 99.0 99.00
2007 01 05 03 00 326 14.9 18.3  4.27 16.00  7.18 999 1022.8  10.1  11.7 999.0 99.0 99.00
2007 01 05 04 00 329 15.2 18.3  4.53  9.09  7.54 999 1023.6   9.9  11.7 999.0 99.0 99.00
2007 01 05 05 00 330 15.5 18.7  4.66 10.00  7.53 999 1024.2   9.6  11.7 999.0 99.0 99.00
2007 01 05 06 00 336 15.8 18.5  4.27  9.09  7.34 999 1025.3   9.3  11.6 999.0 99.0 99.00
2007 01 05 07 00 336 15.7 18.5  4.64 10.00  7.47 999 1025.9   9.0  11.6 999.0 99.0 99.00
2007 01 05 08 00 335 13.4 16.3  4.42 10.81  7.39 999 1026.8   8.9  11.6 999.0 99.0 99.00
2007 01 05 09 00 333 13.8 16.6  4.29 10.81  7.73 999 1027.1   8.9  11.6 999.0 99.0 99.00
2007 01 05 10 00 339 11.8 14.3  4.27 10.81  8.02 999 1028.1   8.8  11.6 999.0 99.0 99.00
2007 01 05 11 00 341 12.2 14.3  4.14 10.81  7.70 999 1028.7   8.7  11.6 999.0 99.0 99.00
2007 01 05 12 00 339 11.4 13.3  3.72 12.12  7.85 999 1029.3   8.7  11.6 999.0 99.0 99.00
2007 01 05 13 00 331 12.0 14.4  4.11 10.81  8.28 999 1029.8   8.9  11.5 999.0 99.0 99.00
2007 01 05 14 00 334 11.4 13.5  4.31 10.81  8.13 999 1030.3   8.8  11.5 999.0 99.0 99.00
2007 01 05 15 00 353  9.8 11.8  4.22 12.12  8.57 999 1031.3   8.9  11.4 999.0 99.0 99.00
2007 01 05 16 00 349  9.9 11.8  3.91 12.12  8.33 999 1031.5   8.7  11.4 999.0 99.0 99.00
2007 01 05 17 00 348  8.0 10.0  3.87 10.81  8.51 999 1032.4   8.6  11.4 999.0 99.0 99.00
2007 01 05 18 00 345  8.5 10.1  3.77 12.12  8.49 999 1032.5   8.9  11.4 999.0 99.0 99.00
2007 01 05 19 00 331  8.8 10.9  3.92 12.90  8.84 999 1032.5   9.0  11.4 999.0 99.0 99.00
2007 01 05 20 00 329  8.9 11.4  3.65 10.81  8.45 999 1031.7   9.3  11.4 999.0 99.0 99.00
2007 01 05 21 00 321  9.8 11.7  3.66 12.12  8.16 999 1031.1   9.5  11.4 999.0 99.0 99.00
2007 01 05 22 00 328 11.1 13.3  3.60 12.90  7.98 999 1030.9   9.8  11.5 999.0 99.0 99.00
2007 01 05 23 00 330 10.3 12.7  4.05 13.79  8.14 999 1030.9  10.4  11.5 999.0 99.0 99.00
2007 01 06 00 00 327 10.6 12.5  3.59 13.79  7.82 999 1031.3  10.6  11.4 999.0 99.0 99.00
2007 01 06 01 00 327 11.7 14.0  3.24 13.79  7.05 999 1031.7  10.7  11.4 999.0 99.0 99.00
2007 01 06 02 00 326 10.9 13.5  3.46 12.90  7.19 999 1031.9  10.8  11.3 999.0 99.0 99.00
2007 01 06 03 00 328 11.1 13.3  3.44 12.90  7.27 999 1032.1  10.9  11.3 999.0 99.0 99.00
2007 01 06 04 00 327 11.2 13.4  3.24 13.79  7.14 999 1032.6  10.9  11.3 999.0 99.0 99.00
2007 01 06 05 00 332 11.0 12.8  3.30 11.43  7.40 999 1032.5  10.7  11.3 999.0 99.0 99.00
2007 01 06 06 00 327  9.9 12.0  3.22 14.81  7.48 999 1032.8  10.6  11.2 999.0 99.0 99.00
2007 01 06 07 00 334  9.1 10.7  2.87 12.90  7.08 999 1032.8  10.5  11.2 999.0 99.0 99.00
2007 01 06 08 00 332  9.6 11.8  2.98 13.79  7.50 999 1032.5  10.5  11.2 999.0 99.0 99.00
2007 01 06 09 00 325  8.9 11.2  2.86 11.43  7.46 999 1032.3  10.5  11.2 999.0 99.0 99.00
2007 01 06 10 00 319 10.0 11.9  2.77 12.90  7.26 999 1032.6  10.4  11.2 999.0 99.0 99.00
2007 01 06 11 00 332  8.6 11.7  2.62 10.81  6.84 999 1032.8  10.5  11.1 999.0 99.0 99.00
2007 01 06 12 00 324 10.9 12.6  3.01 12.12  6.78 999 1032.6  10.5  11.1 999.0 99.0 99.00
2007 01 06 13 00 332 10.7 13.4  3.02 12.12  6.77 999 1032.6  10.8  11.1 999.0 99.0 99.00
2007 01 06 14 00 330  8.4 10.5  2.60 12.90  6.38 999 1032.7  10.7  11.1 999.0 99.0 99.00
2007 01 06 15 00 325 10.4 12.0  2.84 12.12  7.15 999 1032.5  10.8  11.1 999.0 99.0 99.00
2007 01 06 16 00 333  8.6 10.8  2.67 12.90  6.71 999 1032.9  10.8  11.1 999.0 99.0 99.00
2007 01 06 17 00 334  8.0  9.3  2.91 12.12  7.28 999 1033.4  10.8  11.1 999.0 99.0 99.00
2007 01 06 18 00 337  8.4 10.5  2.67 12.90  7.17 999 1033.8  10.9  11.1 999.0 99.0 99.00
2007 01 06 19 00 335  8.2  9.9  2.50 12.12  6.79 999 1033.6  10.9  11.1 999.0 99.0 99.00
2007 01 06 20 00 336  7.1  9.3  2.50 13.79  6.95 999 1032.8  11.0  11.1 999.0 99.0 99.00
2007 01 06 21 00 328  8.0  9.8  2.67 12.12  7.15 999 1032.2  11.1  11.1 999.0 99.0 99.00
2007 01 06 22 00 330 10.5 12.3  2.78 13.79  7.04 999 1031.8  11.0  11.1 999.0 99.0 99.00
2007 01 06 23 00 324 10.8 13.1  2.61 12.90  6.52 999 1031.4  11.4  11.1 999.0 99.0 99.00
2007 01 07 00 00 327 13.1 16.0  2.95 14.81  6.52 999 1031.7  11.3  11.1 999.0 99.0 99.00
2007 01 07 01 00 326 11.9 14.4  2.78 14.81  6.31 999 1031.6  11.3  11.1 999.0 99.0 99.00
2007 01 07 02 00 328 11.2 13.7  2.87 13.79  6.64 999 1032.2  11.3  11.1 999.0 99.0 99.00
2007 01 07 03 00 332 10.9 13.6  2.86 13.79  6.79 999 1032.4  11.4  11.1 999.0 99.0 99.00
2007 01 07 04 00 331 11.1 13.1  2.78 13.79  6.76 999 1032.4  11.4  11.1 999.0 99.0 99.00
2007 01 07 05 00 327 10.5 12.7  3.10 13.79  7.57 999 1032.8  11.1  11.1 999.0 99.0 99.00
2007 01 07 06 00 335  9.3 11.4  3.55 13.79  7.73 999 1033.0  11.0  11.1 999.0 99.0 99.00
2007 01 07 07 00 338  9.6 11.3  3.25 14.81  7.94 999 1033.0  10.9  11.0 999.0 99.0 99.00
2007 01 07 08 00 349  8.9 10.8  3.16 13.79  8.26 999 1032.8  10.9  11.0 999.0 99.0 99.00
2007 01 07 09 00 339  7.8  9.3  3.60 13.79  9.02 999 1032.8  10.7  11.0 999.0 99.0 99.00
2007 01 07 10 00 324  5.8  7.8  3.45 16.00  9.18 999 1033.0  10.8  11.0 999.0 99.0 99.00
2007 01 07 11 00 326  6.3  8.3  3.53 14.81  9.22 999 1033.3  10.9  11.0 999.0 99.0 99.00
2007 01 07 12 00 333  7.5  9.4  3.37 14.81  8.94 999 1033.3  10.8  11.0 999.0 99.0 99.00
2007 01 07 13 00 328  5.7  7.7  3.31 14.81  9.10 999 1033.6  10.8  11.0 999.0 99.0 99.00
2007 01 07 14 00 328  6.4  8.0  3.11 14.81  8.69 999 1033.7  10.9  11.0 999.0 99.0 99.00
2007 01 07 15 00 332  6.3  7.5  2.99 12.90  8.35 999 1034.1  10.7  11.0 999.0 99.0 99.00
2007 01 07 16 00 319  5.9  7.6  2.78 12.90  7.96 999 1034.3  10.6  11.0 999.0 99.0 99.00
2007 01 07 17 00 330  4.3  5.5  2.87 16.00  8.27 999 1035.0  10.8  11.0 999.0 99.0 99.00
2007 01 07 18 00 318  5.9  7.6  2.85 14.81  8.58 999 1035.4  10.8  11.0 999.0 99.0 99.00
2007 01 07 19 00 324  7.0  8.5  2.73 14.81  7.99 999 1035.0  10.7  11.0 999.0 99.0 99.00
2007 01 07 20 00 320  6.9  8.7  2.70 14.81  8.15 999 1034.1  10.6  10.9 999.0 99.0 99.00
2007 01 07 21 00 320  8.5  9.9  2.99 13.79  8.41 999 1033.1  10.7  11.0 999.0 99.0 99.00
2007 01 07 22 00 318  8.7 10.8  2.81 14.81  7.83 999 1032.4  10.9  11.0 999.0 99.0 99.00
2007 01 07 23 00 319  9.3 10.9  2.72 13.79  7.43 999 1031.7  11.1  11.0 999.0 99.0 99.00
2007 01 08 00 00 323  8.9 11.0  3.13 16.00  8.02 999 1031.6  11.2  11.0 999.0 99.0 99.00
2007 01 08 01 00 329  8.9 11.1  2.84 13.79  7.52 999 1031.3  11.1  10.9 999.0 99.0 99.00
2007 01 08 02 00 329  7.6  9.1  3.03 14.81  7.74 999 1031.2  11.1  10.9 999.0 99.0 99.00
2007 01 08 03 00 332  5.2  6.8  3.32 13.79  8.49 999 1031.4  11.0  10.9 999.0 99.0 99.00
2007 01 08 04 00 342  5.2  6.5  3.11 14.81  8.51 999 1031.2  10.9  10.8 999.0 99.0 99.00
2007 01 08 05 00 356  5.1  6.5  3.04 13.79  8.24 999 1031.4  10.7  10.8 999.0 99.0 99.00
2007 01 08 06 00 333  3.8  5.1  3.09 17.39  8.97 999 1031.1  10.6  10.8 999.0 99.0 99.00
2007 01 08 07 00 337  4.8  6.3  3.11 16.00  8.75 999 1031.2  10.7  10.8 999.0 99.0 99.00
2007 01 08 08 00   7  1.9  2.6  3.16 17.39  9.33 999 1030.9  10.4  10.8 999.0 99.0 99.00
2007 01 08 09 00   7  1.2  2.1  3.11 16.00  8.94 999 1030.6  10.5  10.6 999.0 99.0 99.00
2007 01 08 10 00  49  2.0  3.7  3.15 16.00  8.98 999 1030.2  11.4  10.6 999.0 99.0 99.00
2007 01 08 11 00 119  2.6  3.9  3.01 16.00  8.57 999 1030.0  11.4  10.6 999.0 99.0 99.00
2007 01 08 12 00 342  1.2  2.2  2.95 16.00  8.57 999 1029.4  11.1  10.6 999.0 99.0 99.00
2007 01 08 13 00  73  1.3  3.1  3.30 16.00  9.55 999 1028.9  11.0  10.6 999.0 99.0 99.00
2007 01 08 14 00 282  1.2  2.4  2.97 16.00  8.97 999 1028.9  11.1  10.6 999.0 99.0 99.00
2007 01 08 15 00 284  0.3  1.1  2.95 16.00  9.34 999 1028.8  10.4  10.8 999.0 99.0 99.00
2007 01 08 16 00  47  1.7  2.8  2.94 16.00  9.32 999 1028.7  10.9  10.8 999.0 99.0 99.00
2007 01 08 17 00   9  1.6  2.3  3.01 16.00  9.77 999 1029.2  11.1  10.8 999.0 99.0 99.00
2007 01 08 18 00 131  1.2  2.7  3.27 16.00 10.38 999 1029.3  11.6  10.8 999.0 99.0 99.00
2007 01 08 19 00  49  1.8  3.1  3.71 14.81 11.30 999 1029.0  11.3  10.9 999.0 99.0 99.00
2007 01 08 20 00  30  1.8  2.5  3.39 14.81 10.92 999 1027.9  11.4  11.1 999.0 99.0 99.00
2007 01 08 21 00  72  1.3  2.8  2.98 14.81 10.31 999 1026.6  11.4  11.2 999.0 99.0 99.00
2007 01 08 22 00 324  1.4  2.7  3.24 19.05 10.79 999 1025.8  11.9  11.4 999.0 99.0 99.00
2007 01 08 23 00 318  2.6  3.9  3.05 17.39 10.25 999 1025.2  11.7  11.4 999.0 99.0 99.00
2007 01 09 00 00 337  3.4  4.4  3.05 16.00 10.38 999 1025.0  11.4  11.3 999.0 99.0 99.00
2007 01 09 01 00 328  3.8  5.4  3.79 16.00 11.41 999 1024.7  11.2  11.1 999.0 99.0 99.00
2007 01 09 02 00 330  2.6  4.1  3.64 17.39 11.47 999 1024.3  11.0  11.0 999.0 99.0 99.00
2007 01 09 03 00   4  2.4  3.3  3.47 16.00 11.03 999 1024.1  11.0  11.3 999.0 99.0 99.00
2007 01 09 04 00 360  1.9  2.8  3.01 16.00 10.54 999 1023.7  11.0  11.1 999.0 99.0 99.00
2007 01 09 05 00 351  2.3  3.3  3.01 16.00 10.47 999 1023.5  11.0  10.9 999.0 99.0 99.00
2007 01 09 06 00 323  1.8  2.9  3.00 16.00 10.39 999 1023.6  11.0  10.9 999.0 99.0 99.00
2007 01 09 07 00 349  2.2  3.4  3.09 14.81 10.47 999 1023.3  11.0  10.9 999.0 99.0 99.00
2007 01 09 08 00 356  2.9  4.1  2.74 14.81  9.61 999 1022.8  11.4  10.8 999.0 99.0 99.00
2007 01 09 09 00  50  1.1  2.1  3.09 14.81 10.19 999 1022.6  11.7  10.9 999.0 99.0 99.00
2007 01 09 10 00  40  3.0  4.4  2.97 16.00 10.34 999 1022.5  13.2  10.9 999.0 99.0 99.00
2007 01 09 11 00  71  4.1  5.2  2.97 14.81  9.94 999 1022.3  12.9  10.9 999.0 99.0 99.00
2007 01 09 12 00  65  4.7  6.2  2.89 14.81  9.99 999 1021.8  12.5  10.9 999.0 99.0 99.00
2007 01 09 13 00  80  5.9  7.5  2.88 14.81  9.65 999 1021.2  12.7  10.9 999.0 99.0 99.00
2007 01 09 14 00  78  6.8  8.5  2.67 12.90  9.03 999 1020.5  12.5  10.8 999.0 99.0 99.00
2007 01 09 15 00  86  5.3  7.1  2.60 13.79  8.76 999 1020.6  11.8  10.8 999.0 99.0 99.00
2007 01 09 16 00  86  7.3 10.0  2.58 12.12  7.80 999 1020.2  12.7  10.8 999.0 99.0 99.00
2007 01 09 17 00  87  7.5  9.7  2.61 13.79  8.11 999 1020.6  12.0  10.8 999.0 99.0 99.00
2007 01 09 18 00  88  7.2  9.0  2.34 13.79  7.92 999 1021.3  12.4  10.8 999.0 99.0 99.00
2007 01 09 19 00  77  4.8  6.3  2.37 13.79  8.15 999 1021.4  12.5  10.9 999.0 99.0 99.00
2007 01 09 20 00  74  5.3  6.5  2.26 14.81  8.10 999 1020.4  13.2  10.9 999.0 99.0 99.00
2007 01 09 21 00 290  3.4  4.5  2.34 13.79  8.58 999 1019.5  11.8  11.0 999.0 99.0 99.00
2007 01 09 22 00 275  1.7  2.8  2.33 12.12  9.17 999 1018.8  11.9  11.2 999.0 99.0 99.00
2007 01 09 23 00 319  3.5  4.4  2.11 13.79  8.86 999 1018.4  12.1  11.2 999.0 99.0 99.00
2007 01 10 00 00 328  6.1  7.0  1.94 14.81  8.06 999 1018.3  11.3  11.1 999.0 99.0 99.00
2007 01 10 01 00 308  1.3  2.7  2.08 13.79  7.93 999 1018.3  11.0  11.0 999.0 99.0 99.00
2007 01 10 02 00 345  5.0  7.0  1.88 13.79  7.35 999 1018.3  10.9  11.0 999.0 99.0 99.00
2007 01 10 03 00 332  7.0  8.5  2.06 13.79  7.03 999 1018.2   9.5  11.0 999.0 99.0 99.00
2007 01 10 04 00 327  6.0  7.1  1.83 13.79  7.12 999 1018.2   9.8  11.0 999.0 99.0 99.00
2007 01 10 05 00 322  5.5  6.8  1.78 13.79  7.07 999 1018.1  10.4  11.0 999.0 99.0 99.00
2007 01 10 06 00 334  3.8  4.9  1.68 12.12  7.06 999 1018.3   9.4  11.0 999.0 99.0 99.00
2007 01 10 07 00 317  4.4  5.8  1.65 13.79  7.08 999 1018.5   9.2  11.1 999.0 99.0 99.00
2007 01 10 08 00 333  6.0  7.3  1.84 13.79  6.95 999 1018.2   9.2  11.0 999.0 99.0 99.00
2007 01 10 09 00 323  6.2  7.4  1.79 11.43  6.71 999 1017.9   8.8  11.0 999.0 99.0 99.00
2007 01 10 10 00 328  7.1  8.2  1.89 12.90  6.68 999 1017.8   9.0  11.0 999.0 99.0 99.00
2007 01 10 11 00 324  8.2  9.5  2.16 12.12  7.00 999 1017.8   8.8  11.0 999.0 99.0 99.00
2007 01 10 12 00 332  6.0  7.5  2.07 12.90  6.29 999 1016.9   9.1  11.0 999.0 99.0 99.00
